order_id,restaurant_id,restaurant_name,location,cuisine,avg_cost,order_time,pickup_time,is_raining
ORD_47,A2B,A2B,Adyar,South Indian,300,2026-01-03 11:24:00,2026-01-03 11:42:33.934482,0
ORD_48,Murugan Idli Shop,Murugan Idli Shop,Anna Nagar,South Indian,250,2026-01-08 17:49:00,2026-01-08 18:07:59.168116,0
ORD_49,Thalappakatti,Thalappakatti,Besant Nagar,Biryani,650,2026-01-01 18:42:00,2026-01-01 19:18:40.622477,0
ORD_50,Rayar Mess,Rayar Mess,Porur,South Indian,150,2026-01-23 19:34:00,2026-01-23 19:58:56.434398,0
ORD_51,Rayar Mess,Rayar Mess,T. Nagar,South Indian,150,2026-01-13 13:00:00,2026-01-13 13:26:19.981183,0
ORD_52,Amethyst,Amethyst,Royapettah,Cafe,1000,2026-01-14 21:50:00,2026-01-14 22:26:24.045731,0
ORD_53,Rayar Mess,Rayar Mess,Purasaiwakkam,South Indian,150,2026-01-20 19:05:00,2026-01-20 19:30:41.086325,0
ORD_54,Writer’s Cafe,Writer’s Cafe,OMR,Fast Food,600,2026-01-01 17:52:00,2026-01-01 18:16:31.712066,0
ORD_55,Murugan Idli Shop,Murugan Idli Shop,Guindy,South Indian,250,2026-01-20 12:54:00,2026-01-20 13:20:49.082501,0
ORD_56,Benjarong,Benjarong,Guindy,Thai,1800,2026-01-18 21:41:00,2026-01-18 22:44:26.839218,0
ORD_57,Burgerman,Burgerman,OMR,Fast Food,400,2026-01-26 14:22:00,2026-01-26 15:00:50.319000,0
ORD_58,Burgerman,Burgerman,Adyar,Fast Food,400,2026-01-26 19:00:00,2026-01-26 19:37:04.858043,0
ORD_59,Copper Chimney,Copper Chimney,Besant Nagar,North Indian,1200,2026-01-13 14:00:00,2026-01-13 15:07:12.304515,1
ORD_60,Rayar Mess,Rayar Mess,OMR,South Indian,150,2026-01-22 22:54:00,2026-01-22 23:18:15.878415,0
ORD_61,Murugan Idli Shop,Murugan Idli Shop,Chromepet,South Indian,250,2026-01-28 14:46:00,2026-01-28 15:12:23.007339,0
ORD_62,Amethyst,Amethyst,OMR,Cafe,1000,2026-01-12 19:25:00,2026-01-12 20:00:37.055177,0
ORD_63,Amethyst,Amethyst,OMR,Cafe,1000,2026-01-23 19:09:00,2026-01-23 20:00:13.579335,1
ORD_64,Sangeetha,Sangeetha,Velachery,South Indian,350,2026-01-20 19:57:00,2026-01-20 20:37:02.193000,1
ORD_65,Zuka,Zuka,T. Nagar,Dessert,500,2026-01-16 17:15:00,2026-01-16 17:42:07.574717,0
ORD_66,Thalappakatti,Thalappakatti,Siruseri,Biryani,650,2026-01-18 12:59:00,2026-01-18 13:56:28.909596,0
ORD_67,Burgerman,Burgerman,Anna Nagar,Fast Food,400,2026-01-01 10:39:00,2026-01-01 11:12:56.435146,1
ORD_68,Burgerman,Burgerman,Guindy,Fast Food,400,2026-01-12 11:50:00,2026-01-12 12:16:26.719022,0
ORD_69,Zuka,Zuka,Porur,Dessert,500,2026-01-26 11:50:00,2026-01-26 12:15:03.789807,0
ORD_70,Sangeetha,Sangeetha,Guindy,South Indian,350,2026-01-11 22:55:00,2026-01-11 23:20:05.726923,0
ORD_71,Delhi Dhaba,Delhi Dhaba,OMR,North Indian,450,2026-01-09 17:34:00,2026-01-09 18:18:38.107918,1
ORD_72,Benjarong,Benjarong,T. Nagar,Thai,1800,2026-01-18 10:38:00,2026-01-18 11:19:40.244325,0
ORD_73,Burgerman,Burgerman,Purasaiwakkam,Fast Food,400,2026-01-23 22:22:00,2026-01-23 23:01:09.993737,0
ORD_74,Copper Chimney,Copper Chimney,Purasaiwakkam,North Indian,1200,2026-01-17 13:47:00,2026-01-17 14:35:11.731243,0
ORD_75,Sangeetha,Sangeetha,Siruseri,South Indian,350,2026-01-29 18:18:00,2026-01-29 18:34:57.152890,0
ORD_76,Rayar Mess,Rayar Mess,Chromepet,South Indian,150,2026-01-20 12:57:00,2026-01-20 13:20:21.115941,0
ORD_77,Copper Chimney,Copper Chimney,T. Nagar,North Indian,1200,2026-01-21 16:15:00,2026-01-21 16:46:07.790384,0
ORD_78,Zuka,Zuka,Porur,Dessert,500,2026-01-26 16:13:00,2026-01-26 16:41:27.760776,0
ORD_79,Writer’s Cafe,Writer’s Cafe,Tambaram,Fast Food,600,2026-01-18 21:08:00,2026-01-18 21:45:20.364836,0
ORD_80,Burgerman,Burgerman,Purasaiwakkam,Fast Food,400,2026-01-29 15:06:00,2026-01-29 15:42:48.110195,0
ORD_81,Writer’s Cafe,Writer’s Cafe,Velachery,Fast Food,600,2026-01-05 22:36:00,2026-01-05 23:11:31.489306,0
ORD_82,Cream Centre,Cream Centre,Royapettah,North Indian,900,2026-01-13 10:21:00,2026-01-13 10:51:48.219530,0
ORD_83,Toscano,Toscano,Siruseri,Italian,1500,2026-01-22 16:26:00,2026-01-22 17:09:26.410023,0
ORD_84,Ya Mohideen,Ya Mohideen,Mylapore,Biryani,500,2026-01-30 12:44:00,2026-01-30 13:39:44.189166,0
ORD_85,Burgerman,Burgerman,Besant Nagar,Fast Food,400,2026-01-29 18:38:00,2026-01-29 19:02:31.662406,0
ORD_86,Zuka,Zuka,Purasaiwakkam,Dessert,500,2026-01-25 17:32:00,2026-01-25 17:59:06.268740,0
ORD_87,Writer’s Cafe,Writer’s Cafe,OMR,Fast Food,600,2026-01-04 12:18:00,2026-01-04 13:10:51.555388,1
ORD_88,Sukkubhai Biryani,Sukkubhai Biryani,Kilpauk,Biryani,550,2026-01-09 10:13:00,2026-01-09 10:51:45.307921,0
ORD_89,Writer’s Cafe,Writer’s Cafe,Siruseri,Fast Food,600,2026-01-10 17:37:00,2026-01-10 18:00:32.847002,0
ORD_90,Burgerman,Burgerman,Besant Nagar,Fast Food,400,2026-01-26 21:35:00,2026-01-26 22:14:06.534036,0
ORD_91,Burgerman,Burgerman,OMR,Fast Food,400,2026-01-09 13:26:00,2026-01-09 14:00:50.688181,0
ORD_92,Thalappakatti,Thalappakatti,Alwarpet,Biryani,650,2026-01-01 14:19:00,2026-01-01 15:14:47.433045,0
ORD_93,Ya Mohideen,Ya Mohideen,Nungambakkam,Biryani,500,2026-01-18 12:04:00,2026-01-18 13:00:09.280054,0
ORD_94,Sukkubhai Biryani,Sukkubhai Biryani,Porur,Biryani,550,2026-01-24 11:58:00,2026-01-24 12:34:29.375000,0
ORD_95,Thalappakatti,Thalappakatti,Kilpauk,Biryani,650,2026-01-17 20:20:00,2026-01-17 21:16:20.200093,0
ORD_96,Copper Chimney,Copper Chimney,Purasaiwakkam,North Indian,1200,2026-01-13 10:33:00,2026-01-13 11:05:07.681478,0
ORD_97,A2B,A2B,OMR,South Indian,300,2026-01-06 12:52:00,2026-01-06 13:17:18.806188,0
ORD_98,A2B,A2B,OMR,South Indian,300,2026-01-10 19:18:00,2026-01-10 19:42:26.314161,0
ORD_99,Ya Mohideen,Ya Mohideen,Guindy,Biryani,500,2026-01-13 13:00:00,2026-01-13 13:56:32.785846,0
ORD_100,Benjarong,Benjarong,Velachery,Thai,1800,2026-01-28 17:38:00,2026-01-28 18:21:43.603678,0
ORD_101,Writer’s Cafe,Writer’s Cafe,Siruseri,Fast Food,600,2026-01-01 15:43:00,2026-01-01 16:20:44.010717,0
ORD_102,Amethyst,Amethyst,Purasaiwakkam,Cafe,1000,2026-01-16 16:14:00,2026-01-16 16:40:19.466077,0
ORD_103,Rayar Mess,Rayar Mess,Nungambakkam,South Indian,150,2026-01-28 11:37:00,2026-01-28 11:55:11.269054,0
ORD_104,Sukkubhai Biryani,Sukkubhai Biryani,Kilpauk,Biryani,550,2026-01-27 12:33:00,2026-01-27 13:32:00.812135,0
ORD_105,Burgerman,Burgerman,Porur,Fast Food,400,2026-01-19 10:04:00,2026-01-19 10:28:42.668530,0
ORD_106,Delhi Dhaba,Delhi Dhaba,Purasaiwakkam,North Indian,450,2026-01-10 10:59:00,2026-01-10 11:30:59.523696,0
ORD_107,Sukkubhai Biryani,Sukkubhai Biryani,Guindy,Biryani,550,2026-01-30 20:42:00,2026-01-30 21:38:02.279549,0
ORD_108,Ya Mohideen,Ya Mohideen,Kilpauk,Biryani,500,2026-01-25 16:54:00,2026-01-25 17:33:01.061349,0
ORD_109,Sangeetha,Sangeetha,Besant Nagar,South Indian,350,2026-01-04 17:24:00,2026-01-04 17:40:10.834001,0
ORD_110,Ya Mohideen,Ya Mohideen,OMR,Biryani,500,2026-01-18 21:41:00,2026-01-18 22:35:36.532002,0
ORD_111,Sukkubhai Biryani,Sukkubhai Biryani,Purasaiwakkam,Biryani,550,2026-01-14 19:44:00,2026-01-14 20:40:28.362046,0
ORD_112,Delhi Dhaba,Delhi Dhaba,Kilpauk,North Indian,450,2026-01-25 15:46:00,2026-01-25 16:34:30.684812,0
ORD_113,Thalappakatti,Thalappakatti,T. Nagar,Biryani,650,2026-01-01 17:48:00,2026-01-01 18:23:00.637877,0
ORD_114,Sangeetha,Sangeetha,Kilpauk,South Indian,350,2026-01-15 17:21:00,2026-01-15 17:38:41.288134,0
ORD_115,Sukkubhai Biryani,Sukkubhai Biryani,Guindy,Biryani,550,2026-01-26 20:55:00,2026-01-26 21:54:09.340145,0
ORD_116,Ya Mohideen,Ya Mohideen,Kilpauk,Biryani,500,2026-01-23 20:46:00,2026-01-23 21:42:13.361172,0
ORD_117,Ya Mohideen,Ya Mohideen,Kilpauk,Biryani,500,2026-01-25 16:36:00,2026-01-25 17:13:57.167709,0
ORD_118,Rayar Mess,Rayar Mess,Purasaiwakkam,South Indian,150,2026-01-07 15:25:00,2026-01-07 15:49:59.170399,0
ORD_119,Copper Chimney,Copper Chimney,T. Nagar,North Indian,1200,2026-01-10 12:40:00,2026-01-10 13:27:17.406590,0
ORD_120,Toscano,Toscano,T. Nagar,Italian,1500,2026-01-15 15:33:00,2026-01-15 16:39:39.549054,0
ORD_121,Delhi Dhaba,Delhi Dhaba,Alwarpet,North Indian,450,2026-01-05 15:51:00,2026-01-05 16:43:03.552277,0
ORD_122,Sukkubhai Biryani,Sukkubhai Biryani,Guindy,Biryani,550,2026-01-06 14:56:00,2026-01-06 15:51:47.042169,0
ORD_123,Writer’s Cafe,Writer’s Cafe,Alwarpet,Fast Food,600,2026-01-23 12:50:00,2026-01-23 13:26:49.758715,0
ORD_124,A2B,A2B,T. Nagar,South Indian,300,2026-01-24 15:01:00,2026-01-24 15:27:01.608850,0
ORD_125,Murugan Idli Shop,Murugan Idli Shop,Velachery,South Indian,250,2026-01-15 20:07:00,2026-01-15 20:33:43.027008,0
ORD_126,Zuka,Zuka,Siruseri,Dessert,500,2026-01-05 15:25:00,2026-01-05 16:06:49.178161,0
ORD_127,Thalappakatti,Thalappakatti,Siruseri,Biryani,650,2026-01-15 10:25:00,2026-01-15 10:57:29.314064,0
ORD_128,Murugan Idli Shop,Murugan Idli Shop,OMR,South Indian,250,2026-01-30 20:35:00,2026-01-30 20:58:26.737792,0
ORD_129,Cream Centre,Cream Centre,Porur,North Indian,900,2026-01-05 16:09:00,2026-01-05 16:54:10.954256,1
ORD_130,Zuka,Zuka,Besant Nagar,Dessert,500,2026-01-02 13:00:00,2026-01-02 13:44:59.089044,0
ORD_131,Ya Mohideen,Ya Mohideen,Purasaiwakkam,Biryani,500,2026-01-05 21:43:00,2026-01-05 22:38:51.202697,0
ORD_132,A2B,A2B,Tambaram,South Indian,300,2026-01-09 11:11:00,2026-01-09 11:28:40.516064,0
ORD_133,Burgerman,Burgerman,Besant Nagar,Fast Food,400,2026-01-11 18:36:00,2026-01-11 19:01:07.784186,0
ORD_134,Amethyst,Amethyst,Anna Nagar,Cafe,1000,2026-01-21 14:04:00,2026-01-21 14:42:40.412842,0
ORD_135,Copper Chimney,Copper Chimney,Guindy,North Indian,1200,2026-01-10 18:17:00,2026-01-10 18:49:09.911086,0
ORD_136,Rayar Mess,Rayar Mess,Besant Nagar,South Indian,150,2026-01-14 12:37:00,2026-01-14 13:06:02.224459,0
ORD_137,Thalappakatti,Thalappakatti,Adyar,Biryani,650,2026-01-15 16:01:00,2026-01-15 16:35:13.843132,0
ORD_138,Cream Centre,Cream Centre,Besant Nagar,North Indian,900,2026-01-19 16:50:00,2026-01-19 17:23:37.324985,0
ORD_139,Delhi Dhaba,Delhi Dhaba,Kilpauk,North Indian,450,2026-01-15 22:32:00,2026-01-15 23:19:45.522272,0
ORD_140,Rayar Mess,Rayar Mess,T. Nagar,South Indian,150,2026-01-29 15:56:00,2026-01-29 16:23:17.130223,0
ORD_141,Amethyst,Amethyst,T. Nagar,Cafe,1000,2026-01-22 11:09:00,2026-01-22 11:32:18.952456,0
ORD_142,Delhi Dhaba,Delhi Dhaba,Adyar,North Indian,450,2026-01-22 15:12:00,2026-01-22 16:03:00.627747,0
ORD_143,A2B,A2B,Kilpauk,South Indian,300,2026-01-04 21:44:00,2026-01-04 22:09:22.382620,0
ORD_144,Toscano,Toscano,T. Nagar,Italian,1500,2026-01-04 19:42:00,2026-01-04 20:44:40.399301,0
ORD_145,Rayar Mess,Rayar Mess,Kilpauk,South Indian,150,2026-01-26 20:11:00,2026-01-26 20:45:14.136457,1
ORD_146,Cream Centre,Cream Centre,Adyar,North Indian,900,2026-01-15 17:59:00,2026-01-15 18:32:36.447358,0
ORD_147,Toscano,Toscano,Alwarpet,Italian,1500,2026-01-22 12:28:00,2026-01-22 13:33:26.918252,0
ORD_148,Copper Chimney,Copper Chimney,Tambaram,North Indian,1200,2026-01-23 10:45:00,2026-01-23 11:16:11.779400,0
ORD_149,Rayar Mess,Rayar Mess,Adyar,South Indian,150,2026-01-22 16:50:00,2026-01-22 17:06:45.377577,0
ORD_150,A2B,A2B,Kilpauk,South Indian,300,2026-01-09 14:08:00,2026-01-09 14:34:45.178697,0
ORD_151,Ya Mohideen,Ya Mohideen,Tambaram,Biryani,500,2026-01-06 11:06:00,2026-01-06 11:44:34.695476,0
ORD_152,Sukkubhai Biryani,Sukkubhai Biryani,Purasaiwakkam,Biryani,550,2026-01-11 20:43:00,2026-01-11 22:01:58.291929,1
ORD_153,Sangeetha,Sangeetha,Nungambakkam,South Indian,350,2026-01-21 17:32:00,2026-01-21 17:47:06.321213,0
ORD_154,Toscano,Toscano,Tambaram,Italian,1500,2026-01-22 19:27:00,2026-01-22 20:32:06.485894,0
ORD_155,Copper Chimney,Copper Chimney,Purasaiwakkam,North Indian,1200,2026-01-20 15:21:00,2026-01-20 16:10:06.079070,0
ORD_156,Zuka,Zuka,Besant Nagar,Dessert,500,2026-01-17 16:00:00,2026-01-17 16:24:57.356676,0
ORD_157,Cream Centre,Cream Centre,Purasaiwakkam,North Indian,900,2026-01-13 22:29:00,2026-01-13 23:15:12.787169,0
ORD_158,Ya Mohideen,Ya Mohideen,Adyar,Biryani,500,2026-01-14 12:46:00,2026-01-14 13:40:27.478937,0
ORD_159,Amethyst,Amethyst,Nungambakkam,Cafe,1000,2026-01-19 13:00:00,2026-01-19 13:41:45.242944,0
ORD_160,Rayar Mess,Rayar Mess,Mylapore,South Indian,150,2026-01-03 19:09:00,2026-01-03 19:37:09.746732,0
ORD_161,Rayar Mess,Rayar Mess,Mylapore,South Indian,150,2026-01-29 17:00:00,2026-01-29 17:17:35.254143,0
ORD_162,Ya Mohideen,Ya Mohideen,Besant Nagar,Biryani,500,2026-01-22 18:46:00,2026-01-22 19:22:48.889391,0
ORD_163,Cream Centre,Cream Centre,Velachery,North Indian,900,2026-01-03 17:13:00,2026-01-03 17:46:16.046368,0
ORD_164,Amethyst,Amethyst,Tambaram,Cafe,1000,2026-01-16 13:51:00,2026-01-16 14:27:34.449001,0
ORD_165,Benjarong,Benjarong,Mylapore,Thai,1800,2026-01-10 16:32:00,2026-01-10 17:11:59.637989,0
ORD_166,Ya Mohideen,Ya Mohideen,Royapettah,Biryani,500,2026-01-29 12:35:00,2026-01-29 13:32:33.064534,0
ORD_167,A2B,A2B,Tambaram,South Indian,300,2026-01-10 11:02:00,2026-01-10 11:19:47.574385,0
ORD_168,Burgerman,Burgerman,OMR,Fast Food,400,2026-01-05 15:29:00,2026-01-05 16:06:00.572412,0
ORD_169,Delhi Dhaba,Delhi Dhaba,Siruseri,North Indian,450,2026-01-24 10:09:00,2026-01-24 10:41:30.515698,0
ORD_170,Writer’s Cafe,Writer’s Cafe,Chromepet,Fast Food,600,2026-01-23 10:49:00,2026-01-23 11:14:03.702159,0
ORD_171,Zuka,Zuka,Mylapore,Dessert,500,2026-01-09 15:21:00,2026-01-09 15:59:50.084845,0
ORD_172,Sangeetha,Sangeetha,Guindy,South Indian,350,2026-01-02 16:36:00,2026-01-02 16:50:57.336631,0
ORD_173,Thalappakatti,Thalappakatti,OMR,Biryani,650,2026-01-25 15:57:00,2026-01-25 16:54:35.267729,0
ORD_174,A2B,A2B,Porur,South Indian,300,2026-01-22 14:26:00,2026-01-22 15:01:38.402676,1
ORD_175,Burgerman,Burgerman,Guindy,Fast Food,400,2026-01-25 14:06:00,2026-01-25 14:45:02.042189,0
ORD_176,Thalappakatti,Thalappakatti,Chromepet,Biryani,650,2026-01-02 21:53:00,2026-01-02 22:50:02.409009,0
ORD_177,Delhi Dhaba,Delhi Dhaba,Tambaram,North Indian,450,2026-01-08 20:35:00,2026-01-08 21:22:56.815536,0
ORD_178,Rayar Mess,Rayar Mess,Besant Nagar,South Indian,150,2026-01-03 15:33:00,2026-01-03 15:56:24.469184,0
ORD_179,Toscano,Toscano,Anna Nagar,Italian,1500,2026-01-20 20:16:00,2026-01-20 21:20:15.249542,0
ORD_180,Zuka,Zuka,Tambaram,Dessert,500,2026-01-02 18:25:00,2026-01-02 18:50:05.878064,0
ORD_181,Thalappakatti,Thalappakatti,Tambaram,Biryani,650,2026-01-08 19:24:00,2026-01-08 20:18:45.976876,0
ORD_182,Ya Mohideen,Ya Mohideen,OMR,Biryani,500,2026-01-12 21:50:00,2026-01-12 22:44:06.941976,0
ORD_183,Burgerman,Burgerman,Purasaiwakkam,Fast Food,400,2026-01-29 10:09:00,2026-01-29 10:35:18.972168,0
ORD_184,Thalappakatti,Thalappakatti,Kilpauk,Biryani,650,2026-01-12 17:18:00,2026-01-12 17:55:26.381140,0
ORD_185,Murugan Idli Shop,Murugan Idli Shop,Royapettah,South Indian,250,2026-01-06 17:24:00,2026-01-06 17:48:46.870265,1
ORD_186,Burgerman,Burgerman,Kilpauk,Fast Food,400,2026-01-27 19:40:00,2026-01-27 20:32:36.703626,1
ORD_187,Amethyst,Amethyst,Kilpauk,Cafe,1000,2026-01-21 16:08:00,2026-01-21 16:32:48.046289,0
ORD_188,Cream Centre,Cream Centre,Mylapore,North Indian,900,2026-01-03 11:58:00,2026-01-03 12:29:56.650870,0
ORD_189,Ya Mohideen,Ya Mohideen,Siruseri,Biryani,500,2026-01-28 22:33:00,2026-01-28 23:29:03.995224,0
ORD_190,Writer’s Cafe,Writer’s Cafe,Besant Nagar,Fast Food,600,2026-01-26 16:22:00,2026-01-26 16:47:13.131336,0
ORD_191,Zuka,Zuka,Guindy,Dessert,500,2026-01-18 10:15:00,2026-01-18 10:39:06.328386,0
ORD_192,Burgerman,Burgerman,Velachery,Fast Food,400,2026-01-23 12:41:00,2026-01-23 13:33:20.721346,1
ORD_193,Writer’s Cafe,Writer’s Cafe,Mylapore,Fast Food,600,2026-01-14 13:28:00,2026-01-14 14:05:18.127797,0
ORD_194,Zuka,Zuka,Siruseri,Dessert,500,2026-01-25 17:43:00,2026-01-25 18:18:55.904773,1
ORD_195,Rayar Mess,Rayar Mess,OMR,South Indian,150,2026-01-01 10:02:00,2026-01-01 10:21:34.804603,0
ORD_196,Cream Centre,Cream Centre,T. Nagar,North Indian,900,2026-01-18 14:24:00,2026-01-18 15:12:42.743734,0
ORD_197,Sangeetha,Sangeetha,Siruseri,South Indian,350,2026-01-27 19:36:00,2026-01-27 20:00:42.915848,0
ORD_198,Writer’s Cafe,Writer’s Cafe,Nungambakkam,Fast Food,600,2026-01-07 17:45:00,2026-01-07 18:09:27.261039,0
ORD_199,Cream Centre,Cream Centre,Guindy,North Indian,900,2026-01-14 19:42:00,2026-01-14 20:31:09.688700,0
ORD_200,Delhi Dhaba,Delhi Dhaba,Alwarpet,North Indian,450,2026-01-17 19:02:00,2026-01-17 19:51:51.174557,0
ORD_201,Rayar Mess,Rayar Mess,Purasaiwakkam,South Indian,150,2026-01-09 12:19:00,2026-01-09 12:56:02.836377,1
ORD_202,Zuka,Zuka,Porur,Dessert,500,2026-01-03 11:17:00,2026-01-03 11:44:30.925673,0
ORD_203,Murugan Idli Shop,Murugan Idli Shop,Guindy,South Indian,250,2026-01-24 22:46:00,2026-01-24 23:11:28.510261,0
ORD_204,Sangeetha,Sangeetha,Chromepet,South Indian,350,2026-01-05 11:10:00,2026-01-05 11:26:28.849018,0
ORD_205,Copper Chimney,Copper Chimney,Anna Nagar,North Indian,1200,2026-01-25 11:11:00,2026-01-25 11:42:13.106860,0
ORD_206,Toscano,Toscano,Besant Nagar,Italian,1500,2026-01-25 14:10:00,2026-01-25 15:11:49.030771,0
ORD_207,Cream Centre,Cream Centre,OMR,North Indian,900,2026-01-16 19:17:00,2026-01-16 20:04:11.639373,0
ORD_208,Burgerman,Burgerman,Royapettah,Fast Food,400,2026-01-13 21:04:00,2026-01-13 21:56:44.714529,1
ORD_209,Ya Mohideen,Ya Mohideen,Besant Nagar,Biryani,500,2026-01-02 17:26:00,2026-01-02 18:02:39.230509,0
ORD_210,Thalappakatti,Thalappakatti,Nungambakkam,Biryani,650,2026-01-24 12:15:00,2026-01-24 13:12:59.443396,0
